parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 1.2327081438000002E+001, 1.0662970748000001E+001, 8.9969381810000009E+000, 0.0000000000000000E+000, 1.7589630300000021E+000, 1.0180681300000316E-001, 6.8775075999850444E-002, 1.1488438299980963E-001, 3.6968051799999735E-001
 1.2291547471999998E+001, 1.0633614341999998E+001, 9.0113371289999993E+000, 0.0000000000000000E+000, 1.8107270779999993E+000, 1.4230489999999918E-001, 4.6947339000105615E-002, 1.0015597300004586E-001, 3.9582511799999587E-001
 1.2423239803999998E+001, 1.0656637375999997E+001, 9.0349038760000031E+000, 0.0000000000000000E+000, 1.7533882799999994E+000, 1.3197629599999772E-001, 4.7190414000088055E-002, 1.0007802800015853E-001, 3.4036805900000999E-001
 1.2316121916000002E+001, 1.0636029843999999E+001, 9.0271658250000026E+000, 0.0000000000000000E+000, 1.8260697730000004E+000, 9.1878050000000044E-002, 4.7828288999919977E-002, 1.0044818100003639E-001, 4.6301475499999789E-001
 1.2283707183999999E+001, 1.0619049040000000E+001, 9.0017595020000041E+000, 0.0000000000000000E+000, 1.7225186679999975E+000, 1.2356970099999742E-001, 4.7397806000399001E-002, 1.0082801200012526E-001, 3.4652110200000052E-001
 1.2287605674999998E+001, 1.0632649592999998E+001, 9.0294606579999961E+000, 0.0000000000000000E+000, 1.8567702520000005E+000, 1.3499173200000669E-001, 4.7307004000240127E-002, 1.0061092600005850E-001, 4.4846452799999525E-001
 1.2191343632999997E+001, 1.0543886409000004E+001, 8.9935675739999983E+000, 0.0000000000000000E+000, 1.6551719020000011E+000, 9.3190661999999591E-002, 4.8044338000073239E-002, 1.0138274500008926E-001, 2.9499772300000338E-001
 1.2243686186000001E+001, 1.0603581780000004E+001, 9.0156798130000020E+000, 0.0000000000000000E+000, 1.7274733350000009E+000, 1.2072976600000729E-001, 4.6707874999890819E-002, 1.0061587900008817E-001, 3.5968329399999988E-001
 1.2386662385999999E+001, 1.0720815441999999E+001, 9.1621266220000006E+000, 0.0000000000000000E+000, 1.9264544120000018E+000, 9.4053517999999059E-002, 4.6636012000345062E-002, 1.0063404899996087E-001, 5.8118664300001477E-001
 1.2297413357999996E+001, 1.0644900989999996E+001, 9.0490093420000051E+000, 0.0000000000000000E+000, 1.7882728659999980E+000, 8.8945979000005337E-002, 4.6430739000015819E-002, 1.0066207400000238E-001, 4.4712446799999661E-001
