parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 2.1869472190000012E+000, 1.7992322610000002E+000, 1.4750314990000000E+000, 0.0000000000000000E+000, 4.1118226999999985E-001, 5.4247731000000687E-002, 6.7435860000495396E-003, 3.1293210000300498E-003, 1.6587133099999951E-001, 1.2605773400000020E-001
 2.1854178480000006E+000, 1.7836735430000004E+000, 1.4911917320000003E+000, 0.0000000000000000E+000, 3.8961192600000016E-001, 3.2764473000000294E-002, 6.9644159999837640E-003, 3.1545919999791394E-003, 1.4431710600000125E-001, 1.2993272400000011E-001
 2.1947681500000003E+000, 1.8071341610000005E+000, 1.4972670890000002E+000, 0.0000000000000000E+000, 4.0353710099999951E-001, 4.9922225999998737E-002, 6.8513270000365445E-003, 3.1546099999846255E-003, 1.5161549099999894E-001, 1.1337184299999992E-001
 2.2235088030000005E+000, 1.8001666219999986E+000, 1.4938823589999992E+000, 0.0000000000000000E+000, 4.0412028500000030E-001, 4.3339609000000223E-002, 7.2446299999988639E-003, 3.1239609999915707E-003, 1.5006169599999986E-001, 1.2412614499999997E-001
 2.2766352690000011E+000, 1.8748122099999991E+000, 1.5182191940000003E+000, 0.0000000000000000E+000, 4.7231463700000020E-001, 8.4712628999998874E-002, 6.8145459999704450E-003, 3.2116669999906478E-003, 1.8618823499999992E-001, 1.3235185700000018E-001
 2.1967402210000002E+000, 1.8005460889999991E+000, 1.4762073550000001E+000, 0.0000000000000000E+000, 3.9997821500000086E-001, 4.8517147000001426E-002, 6.8312539999952904E-003, 3.1302529999908124E-003, 1.5123380900000249E-001, 1.1290836100000057E-001
 2.1765250390000013E+000, 1.7771346290000003E+000, 1.4664606100000004E+000, 0.0000000000000000E+000, 3.8715644999999999E-001, 4.1769306000000839E-002, 7.2026940000800010E-003, 3.1922840000206953E-003, 1.4128452300000127E-001, 1.0752245800000004E-001
 2.1852232329999994E+000, 1.7975658140000004E+000, 1.4856498550000001E+000, 0.0000000000000000E+000, 4.2164231300000088E-001, 4.8491564999998626E-002, 6.8735340000434242E-003, 3.1548220000323646E-003, 1.6092601299999965E-001, 1.1312853000000089E-001
 2.1827216680000010E+000, 1.7842410869999998E+000, 1.4925186779999997E+000, 0.0000000000000000E+000, 3.8759451900000030E-001, 4.4465041999999677E-002, 7.0824699999909591E-003, 3.1489370000210570E-003, 1.5467246599999562E-001, 1.1231198300000012E-001
 2.1740890519999998E+000, 1.7937216049999996E+000, 1.4652287860000004E+000, 0.0000000000000000E+000, 3.9166892800000053E-001, 4.2865921000002416E-002, 7.0932529999945260E-003, 3.1844970000092232E-003, 1.5488691999999915E-001, 8.5164912999999842E-002
