parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 1.2706158119000005E+001, 1.0967058393999999E+001, 8.9936913650000019E+000, 0.0000000000000000E+000, 2.1384421010000025E+000, 2.7630849300000548E-001, 6.6041693000189028E-002, 3.3807367899995100E-001, 4.6870826499998941E-001
 1.2703677744000000E+001, 1.1053275609000000E+001, 8.9703755499999982E+000, 0.0000000000000000E+000, 2.2335102819999975E+000, 2.8446182400000097E-001, 6.6133600000082282E-002, 3.7099225499975219E-001, 5.7505312099999806E-001
 1.2614003143000000E+001, 1.0957781065999999E+001, 8.9905149879999939E+000, 0.0000000000000000E+000, 2.1364089439999958E+000, 2.5818355599999521E-001, 6.7759757999866110E-002, 3.6035670899997641E-001, 4.9644475100000029E-001
 1.2564578410999999E+001, 1.0903345196000004E+001, 8.9680191049999980E+000, 0.0000000000000000E+000, 2.0911411410000014E+000, 2.4708679900000696E-001, 6.5611717000185976E-002, 3.3780509299997341E-001, 4.3252985600000038E-001
 1.2781067171999995E+001, 1.0898425951000002E+001, 8.9660455919999986E+000, 0.0000000000000000E+000, 2.1113340199999975E+000, 2.8434870800000489E-001, 6.7264927999705293E-002, 3.5652928200003231E-001, 4.4464501000000034E-001
 1.2681221052999994E+001, 1.1013812082999992E+001, 8.8902653330000003E+000, 0.0000000000000000E+000, 2.2032285059999968E+000, 3.2148811199999727E-001, 6.7704853000279286E-002, 3.8279740499998738E-001, 5.0951347899999178E-001
 1.2745237627000002E+001, 1.1035185182999998E+001, 9.0700224820000006E+000, 0.0000000000000000E+000, 2.2173457010000011E+000, 2.7994374100000208E-001, 6.4859867999766507E-002, 3.7195418999987240E-001, 5.8099891999999542E-001
 1.2613746821000005E+001, 1.0943481853999996E+001, 9.0263573039999994E+000, 0.0000000000000000E+000, 2.1163924350000052E+000, 2.4350439499999865E-001, 6.6741137000049022E-002, 3.4010293300009664E-001, 5.4283955300000919E-001
 1.2560022141000003E+001, 1.0898556870999991E+001, 8.9092761339999988E+000, 0.0000000000000000E+000, 2.1223090580000008E+000, 2.7016895999999413E-001, 6.8305257999782043E-002, 3.8244394499996304E-001, 4.8719298499999475E-001
 1.2599651855999998E+001, 1.0933426603000003E+001, 8.9706426180000012E+000, 0.0000000000000000E+000, 2.1281813269999983E+000, 2.6703046499999950E-001, 6.5982101999820131E-002, 3.5628887799992626E-001, 5.1786177199999983E-001
