parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 2.6656431140000002E+001, 2.3244744252000004E+001, 1.9518565906999999E+001, 0.0000000000000000E+000, 4.0784978470000013E+000, 3.6813211999998430E-002, 2.0185518200012353E-001, 7.8941054999802418E-002, 6.6689249699998143E-001
 2.6739353813999994E+001, 2.3297593756999998E+001, 1.9279930374999992E+001, 0.0000000000000000E+000, 4.1340668219999976E+000, 1.7248305000000030E-001, 1.9969622299913681E-001, 7.8864186000870973E-002, 6.2387715199999505E-001
 2.6631688298999997E+001, 2.3206555361999996E+001, 1.9282938170999998E+001, 0.0000000000000000E+000, 4.0809593530000079E+000, 2.3218125599998274E-001, 1.9955426999986159E-001, 7.9842628000342586E-002, 5.0660286999999471E-001
 2.6536687785000005E+001, 2.3101730371999992E+001, 1.9313179165000005E+001, 0.0000000000000000E+000, 3.9904548299999973E+000, 5.7537053999993759E-002, 1.9998785999980129E-001, 7.7814114999718242E-002, 6.2388043899997569E-001
 2.6700290465000005E+001, 2.3275968152000001E+001, 1.9283735529999994E+001, 0.0000000000000000E+000, 4.1046770809999913E+000, 2.0099281399999924E-001, 1.9816509300048324E-001, 7.8647372999753884E-002, 5.4146860999999191E-001
 2.6497449317000012E+001, 2.3084071455999997E+001, 1.9294464867999999E+001, 0.0000000000000000E+000, 3.9344446829999882E+000, 7.2806804999995478E-002, 1.9977360399944288E-001, 7.8560320999898181E-002, 4.4913170400000269E-001
 2.6669842852999999E+001, 2.3253472247999998E+001, 1.9351732250999994E+001, 0.0000000000000000E+000, 3.9919401569999984E+000, 8.3252093000005800E-002, 2.0949812000098689E-001, 7.9142372999747579E-002, 5.0756669400004384E-001
 2.6567211980000014E+001, 2.3161113670000006E+001, 1.9214755005999994E+001, 0.0000000000000000E+000, 4.0808880979999991E+000, 1.6245335999999355E-001, 1.9676213999966308E-001, 7.8633107999671381E-002, 5.7690168299998845E-001
 2.6516770259000008E+001, 2.3080927165999999E+001, 1.9300888036000000E+001, 0.0000000000000000E+000, 3.8886067490000009E+000, 5.8513448000010015E-002, 1.9931493199925043E-001, 7.9184592999954617E-002, 4.3257689599998272E-001
 2.6683033863999995E+001, 2.3253424968999997E+001, 1.9407635445999997E+001, 0.0000000000000000E+000, 4.0421085910000087E+000, 7.6828283000001107E-002, 1.9941766599996313E-001, 7.9308005000115145E-002, 6.3578631900002236E-001
