parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 8.0312427460000020E+000, 7.1952909860000034E+000, 4.7574303900000015E+000, 0.0000000000000000E+000, 3.3424129679999979E+000, 1.5205845600000067E-001, 1.5338022060000185E+000, 3.3012093600001791E-001, 1.8432773749999907E+000
 7.9445608619999994E+000, 7.0957134430000011E+000, 4.7495318489999985E+000, 0.0000000000000000E+000, 3.3221882969999950E+000, 1.7639614199999798E-001, 1.5345425719999444E+000, 3.2735642399996578E-001, 1.8166444819999867E+000
 8.1812926250000011E+000, 7.2964536930000019E+000, 4.7217590080000029E+000, 0.0000000000000000E+000, 3.5186585720000014E+000, 1.8796004700000424E-001, 1.5406221209999007E+000, 3.2678709199996980E-001, 1.9866210039999999E+000
 7.9952462890000024E+000, 7.1501721650000025E+000, 4.7722292399999997E+000, 0.0000000000000000E+000, 3.3310453759999987E+000, 1.3893126599999661E-001, 1.5450484669998996E+000, 3.3199671900006322E-001, 1.8380382660000016E+000
 8.0166707919999993E+000, 7.1508411699999979E+000, 3.9466676370000009E+000, 0.0000000000000000E+000, 3.3370743279999999E+000, 1.6358366200000241E-001, 1.5687402260001235E+000, 3.2651367500003481E-001, 1.8054028329999880E+000
 8.2955877499999993E+000, 7.4031009540000010E+000, 4.7629286569999998E+000, 0.0000000000000000E+000, 3.5941542570000031E+000, 1.5230881800000695E-001, 1.6694026109998337E+000, 3.2716885699993625E-001, 2.0825747309999940E+000
 8.0603250259999957E+000, 7.2226459179999996E+000, 4.7797057569999950E+000, 0.0000000000000000E+000, 3.4311661560000015E+000, 1.5123902599999894E-001, 1.5713443109998213E+000, 3.2685160900000199E-001, 1.9297621220000050E+000
 8.0604768960000026E+000, 7.2069664879999991E+000, 3.9374344229999991E+000, 0.0000000000000000E+000, 3.4033670550000021E+000, 1.5415494899999693E-001, 1.5494798980000706E+000, 3.2467508300002912E-001, 1.9300276450000080E+000
 8.0499089519999973E+000, 7.2118589840000009E+000, 4.7492417650000007E+000, 0.0000000000000000E+000, 3.4403528370000007E+000, 1.3977234800000460E-001, 1.5199772289999700E+000, 3.3026934300002608E-001, 1.9589422569999968E+000
 7.9395889330000013E+000, 7.0493847100000018E+000, 3.9082078689999999E+000, 0.0000000000000000E+000, 3.2702837639999984E+000, 1.3069659999999850E-001, 1.5329194610000823E+000, 3.1453766399998351E-001, 1.7824992430000037E+000
