parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 1.1369367183000122E+001, 9.5923605109999244E+000, 8.3789229870003510E+000, 0.0000000000000000E+000, 1.2252590430000510E+000, 9.4876387000795148E-002, 2.9643427045130011E-002, 1.3199700010545712E-002, 2.8088630100046430E-001, 1.7128809699988778E-001
 1.1398913887998788E+001, 9.6192932620006104E+000, 8.4309949800003778E+000, 0.0000000000000000E+000, 1.2616160799998397E+000, 7.8569490000063524E-002, 2.9515244998492562E-002, 1.3091247058127919E-002, 3.2904556099992988E-001, 2.3883893599895600E-001
 1.1388143744999525E+001, 9.5841017489992737E+000, 8.3936057390001224E+000, 0.0000000000000000E+000, 1.2174679990002915E+000, 8.1565692002186552E-002, 2.9685584001526877E-002, 1.3299340082994604E-002, 2.8599531899817521E-001, 1.6518184200094765E-001
 1.1452889588000744E+001, 9.6481426370000918E+000, 8.4185646059995634E+000, 0.0000000000000000E+000, 1.2530138739998620E+000, 1.2236907199894631E-001, 2.9261950993713981E-002, 1.3253570968572603E-002, 3.2346315100085121E-001, 1.6968700999950670E-001
 1.1312680149000244E+001, 9.5262435820000064E+000, 8.3597414089999802E+000, 0.0000000000000000E+000, 1.1810489380000035E+000, 5.9040043999175396E-002, 3.0285895895758586E-002, 1.3164126043648139E-002, 2.5344552800061138E-001, 1.7874941500076602E-001
 1.1385962138000195E+001, 9.6074370549999912E+000, 8.4269993090006210E+000, 0.0000000000000000E+000, 1.2145918350006468E+000, 8.2992998001827800E-002, 2.9604392035253113E-002, 1.3062674982847966E-002, 2.8529743100079941E-001, 2.1270365399823277E-001
 1.1305861875000573E+001, 9.5268282290003299E+000, 8.3715368940006556E+000, 0.0000000000000000E+000, 1.1942325030008760E+000, 9.1918150000765309E-002, 2.9330960948300344E-002, 1.3036872976044833E-002, 2.7575970599991706E-001, 1.8105299699891475E-001
 1.1350970721999147E+001, 9.5621795160009242E+000, 8.3751587550004842E+000, 0.0000000000000000E+000, 1.2125812529998257E+000, 8.5751774000527803E-002, 3.0297939049887646E-002, 1.3446411043332773E-002, 2.7708588399718792E-001, 1.8815342299967597E-001
 1.1387723152000490E+001, 9.6152478759995574E+000, 8.4421704250003131E+000, 0.0000000000000000E+000, 1.2174995550003587E+000, 6.7509922997487593E-002, 2.9570115106707817E-002, 1.3110849922668422E-002, 2.6488053200046124E-001, 1.8828811399953338E-001
 1.1388630295999519E+001, 9.6118003010005850E+000, 8.4155489389995637E+000, 0.0000000000000000E+000, 1.2762389969993819E+000, 9.9479233001602552E-002, 2.9313714014733705E-002, 1.3000830923829199E-002, 3.3238225300010527E-001, 2.0690265000030195E-001
