parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 5.4449620620000010E+000, 5.2247576710000017E+000, 8.0885324599999997E-001, 0.0000000000000000E+000, 4.4519702030000019E+000, 1.3333554700000327E-001, 2.8173505519997235E+000, 1.7796734599999287E-001, 3.7988832369999992E+000
 4.8391673879999990E+000, 4.6429074870000013E+000, 7.1660186500000034E-001, 0.0000000000000000E+000, 3.9557525890000003E+000, 1.3926082700000109E-001, 2.2131638610001758E+000, 1.7887689499992998E-001, 3.2935164520000049E+000
 4.2588849430000026E+000, 4.0419314200000009E+000, 7.4480925599999814E-001, 0.0000000000000000E+000, 3.3408210860000001E+000, 7.0379780999998864E-002, 1.6705692850000835E+000, 1.7716674700004198E-001, 2.7435816570000062E+000
 4.9270269869999987E+000, 4.6681582360000000E+000, 8.3542595199999869E-001, 0.0000000000000000E+000, 4.0222400000000027E+000, 9.8606182000002818E-002, 2.4815096760000630E+000, 1.7471085099994532E-001, 3.3966012599999997E+000
 4.5965469770000009E+000, 4.4096553820000022E+000, 7.2423612999999953E-001, 0.0000000000000000E+000, 3.7190193310000002E+000, 1.5007929400000020E-001, 2.1153482419999223E+000, 1.7471649299996450E-001, 3.0457384650000039E+000
 5.1086415310000000E+000, 4.9185108759999983E+000, 7.7886533200000052E-001, 0.0000000000000000E+000, 4.1854132379999998E+000, 1.6923732700000294E-001, 2.4804057099998849E+000, 1.7601725400004753E-001, 3.4857674209999967E+000
 4.3949079170000021E+000, 4.2110183800000005E+000, 7.3575478899999691E-001, 0.0000000000000000E+000, 3.5222164210000004E+000, 8.6643272000001659E-002, 1.7011261359997807E+000, 1.7683385400001139E-001, 2.9109146029999966E+000
 4.2183325080000014E+000, 4.0168887950000007E+000, 7.5424345700000117E-001, 0.0000000000000000E+000, 3.2979208809999987E+000, 9.5826856000001293E-002, 1.6976403299998415E+000, 1.7926731500006277E-001, 2.6724449810000017E+000
 4.4380452980000022E+000, 4.2172517840000019E+000, 8.4397289599999947E-001, 0.0000000000000000E+000, 3.5605122289999995E+000, 1.7245326399999961E-001, 1.7096286629999540E+000, 1.7726759800007486E-001, 2.8655210070000043E+000
 4.3058715370000016E+000, 4.0476191169999982E+000, 7.4266830099999925E-001, 0.0000000000000000E+000, 3.3441521169999993E+000, 1.2786614300000387E-001, 1.7554444850000639E+000, 1.7792394899993891E-001, 2.7019537009999999E+000
