parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 1.3980880176000005E+001, 1.2334368013000004E+001, 9.3651298009999984E+000, 0.0000000000000000E+000, 3.4909469289999997E+000, 1.1848276200000285E-001, 1.2405163979999259E+000, 4.6365499300017632E-001, 1.0018369990000053E+000
 1.4049191492999993E+001, 1.2391720651999997E+001, 9.3720807589999993E+000, 0.0000000000000000E+000, 3.5319095810000007E+000, 1.2946710299999609E-001, 1.2794122640001255E+000, 4.6578968899993711E-001, 1.0699400700000155E+000
 1.4055196365000002E+001, 1.2395013833000002E+001, 9.4765470139999994E+000, 0.0000000000000000E+000, 3.5417373580000024E+000, 1.1829742099999052E-001, 1.3222922809999318E+000, 4.6651871400022671E-001, 1.0265228699999938E+000
 1.4038342033999998E+001, 1.2368165832000001E+001, 9.3543518510000041E+000, 0.0000000000000000E+000, 3.5193516690000024E+000, 1.4830206299999205E-001, 1.3214124180002464E+000, 4.6543193599976718E-001, 9.6822247000001127E-001
 1.4089762051999998E+001, 1.2422162508999996E+001, 9.3721782310000030E+000, 0.0000000000000000E+000, 3.5728685539999958E+000, 1.7851521199999354E-001, 1.2986371939999799E+000, 4.6401126500040135E-001, 1.0469897369999899E+000
 1.4113864941000001E+001, 1.2449213396999996E+001, 9.3930123679999973E+000, 0.0000000000000000E+000, 3.6417892829999978E+000, 1.1572331499999677E-001, 1.2656087309992650E+000, 4.6647455300015395E-001, 1.1972659039999982E+000
 1.4046183939000001E+001, 1.2395734466000000E+001, 9.3826751439999985E+000, 0.0000000000000000E+000, 3.5302605859999936E+000, 1.4862438799999467E-001, 1.2720485760005857E+000, 4.6680508799991571E-001, 9.4131095900000972E-001
 1.4039725491000004E+001, 1.2373251943999994E+001, 9.3138473909999995E+000, 0.0000000000000000E+000, 3.5515330859999992E+000, 1.5116750600000017E-001, 1.2673346570001733E+000, 4.6955036799974792E-001, 1.0238063400000001E+000
 1.4002930232999999E+001, 1.2333497195999996E+001, 9.3462787480000014E+000, 0.0000000000000000E+000, 3.4789379589999996E+000, 1.4519915499998604E-001, 1.3209940060000562E+000, 4.6429936600055299E-001, 9.1522046699999393E-001
 1.4046636267999999E+001, 1.2382303498000004E+001, 9.2119029800000032E+000, 0.0000000000000000E+000, 3.4865709210000020E+000, 1.3897737999999293E-001, 1.3287542750000121E+000, 4.6633986600000554E-001, 9.3852765900000890E-001
