parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 2.7255229004000007E+001, 2.3722025873000003E+001, 1.9683590360000000E+001, 0.0000000000000000E+000, 4.3613972390000058E+000, 2.3539520599999975E-001, 4.8498709001442819E-002, 2.0470840000449186E-002, 8.2218861399997678E-001, 5.1542821900000035E-001
 2.7155189506000003E+001, 2.3638635425000004E+001, 1.9593385362999992E+001, 0.0000000000000000E+000, 4.3461210860000072E+000, 2.3754316899999139E-001, 4.7108902000374542E-002, 2.0398188999848799E-002, 7.4536912899996111E-001, 3.8292430799999977E-001
 2.7218725633999998E+001, 2.3731379677000000E+001, 1.9578725974000001E+001, 0.0000000000000000E+000, 4.4099338829999937E+000, 3.0060615600000773E-001, 4.7582267000578327E-002, 2.0249434999961125E-002, 6.6681589599999569E-001, 4.0998164699999506E-001
 2.7315466120999996E+001, 2.3717899661999986E+001, 1.9651610120999997E+001, 0.0000000000000000E+000, 4.4204825940000063E+000, 2.1699861499998718E-001, 6.1839245999443904E-002, 2.0496433999852570E-002, 7.4969741799998957E-001, 5.0018144599999204E-001
 2.7328352177999992E+001, 2.3620696175999992E+001, 1.9581086515000010E+001, 0.0000000000000000E+000, 4.2710736680000068E+000, 2.4332636199999769E-001, 5.8336706999753574E-002, 2.0384809000510984E-002, 6.4776560099998193E-001, 3.9862626500000431E-001
 2.8452496567000001E+001, 2.4690544443999993E+001, 2.0427066042000003E+001, 0.0000000000000000E+000, 5.4059784309999941E+000, 3.1486114900000217E-001, 6.8603665998821839E-002, 2.1009866000014199E-002, 1.6300939479999954E+000, 1.2944957719999977E+000
 2.8793441311000006E+001, 2.5027771442000006E+001, 2.0485891284000004E+001, 0.0000000000000000E+000, 5.6461574869999964E+000, 4.4322599699999188E-001, 4.7996950000083416E-002, 2.1121535000389713E-002, 1.9035901159999895E+000, 1.6870298699999964E+000
 2.7108686483999989E+001, 2.3597160135999999E+001, 1.9538109635000001E+001, 0.0000000000000000E+000, 4.2853648650000018E+000, 2.3854307900000293E-001, 4.7921799000732790E-002, 2.0342558000123745E-002, 7.2245572900001065E-001, 3.8958993500000361E-001
 2.7117269432000001E+001, 2.3616568894000000E+001, 1.9620880993000004E+001, 0.0000000000000000E+000, 4.3112495860000095E+000, 1.9688575100000349E-001, 4.7578131000484802E-002, 1.9969987000415301E-002, 6.6751697800000187E-001, 4.6675844299999625E-001
 2.7070883253000002E+001, 2.3579653929999999E+001, 1.9599236195999996E+001, 0.0000000000000000E+000, 4.2620606980000026E+000, 1.9449654800000360E-001, 5.1813632000055065E-002, 2.0590531000173939E-002, 5.9803878499998575E-001, 4.3609195800000222E-001
