parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 2.6797017938000007E+001, 2.3335802330000011E+001, 1.9462012536000007E+001, 0.0000000000000000E+000, 4.1096245619999969E+000, 1.2851406899999773E-001, 9.8024247999777714E-002, 1.1247106500015391E-001, 7.8647721699999096E-001
 2.6817483364000015E+001, 2.3386596702000009E+001, 1.9496923443000014E+001, 0.0000000000000000E+000, 4.1962657850000120E+000, 2.1571333900000766E-001, 7.9645519999953507E-002, 1.0976270400009014E-001, 7.0000912900000145E-001
 2.6686731663000003E+001, 2.3255123645000005E+001, 1.9394570042999998E+001, 0.0000000000000000E+000, 4.0299283529999954E+000, 1.0530440200000868E-001, 7.8998479000095045E-002, 1.0917856000025594E-001, 6.4341962899997540E-001
 2.6835611251000003E+001, 2.3356696402999994E+001, 1.9386687481999992E+001, 0.0000000000000000E+000, 4.2094525839999974E+000, 2.3752487499999120E-001, 7.9376630999803410E-002, 1.0950658899947996E-001, 7.6534482599999620E-001
 2.6728883905000000E+001, 2.3296642457000004E+001, 1.9385728786999991E+001, 0.0000000000000000E+000, 4.0959589250000015E+000, 1.6250703199998995E-001, 7.8148207999991115E-002, 1.0909388599963066E-001, 7.1114540500002832E-001
 2.6803095262000010E+001, 2.3369625969000008E+001, 1.9414795096999999E+001, 0.0000000000000000E+000, 4.1963479100000036E+000, 2.1559233000000333E-001, 7.8047570000816080E-002, 1.0972748900010387E-001, 7.1771076699999625E-001
 2.6777768587999994E+001, 2.3347003830999999E+001, 1.9399618824999997E+001, 0.0000000000000000E+000, 4.1512406499999948E+000, 1.8967198900001137E-001, 7.9364236999314386E-002, 1.1085229800037411E-001, 6.6771028699998070E-001
 2.7064258724999991E+001, 2.3305867086999999E+001, 1.9493471835000005E+001, 0.0000000000000000E+000, 4.0984015840000048E+000, 1.5354931699999952E-001, 7.8398489000193194E-002, 1.0970983599992223E-001, 7.2195117300001499E-001
 2.6756799716000010E+001, 2.3313295584000006E+001, 1.9503425651999997E+001, 0.0000000000000000E+000, 4.0978147459999974E+000, 1.3056591299999809E-001, 7.8426124999754876E-002, 1.0997703300008155E-001, 7.1901383900001292E-001
 2.6676476594999997E+001, 2.3242678558999994E+001, 1.9448388469000005E+001, 0.0000000000000000E+000, 4.0351860469999998E+000, 1.1665337999999181E-001, 7.9977819999392352E-002, 1.0998400300037758E-001, 6.8492856299998195E-001
