parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 5.0967783539999987E+000, 4.6802287980000017E+000, 1.4960141210000000E+000, 0.0000000000000000E+000, 3.2751102949999984E+000, 1.2882895499999680E-001, 1.7773805980000157E+000, 2.2440703699998377E-001, 2.3372098800000005E+000
 5.7142933830000020E+000, 5.2536204199999998E+000, 1.4568305029999973E+000, 0.0000000000000000E+000, 3.8838806709999973E+000, 1.0376868199999922E-001, 2.2686412739999584E+000, 2.2689807800001116E-001, 2.9626510370000041E+000
 5.2790709609999995E+000, 4.8618865110000007E+000, 1.4823653390000002E+000, 0.0000000000000000E+000, 3.4798788060000012E+000, 1.0049902200000194E-001, 2.0888221430001686E+000, 2.2222403699993709E-001, 2.5460728400000026E+000
 5.0679022519999997E+000, 4.6462040570000012E+000, 1.4812972939999991E+000, 0.0000000000000000E+000, 3.2396247350000014E+000, 1.0657003799999831E-001, 1.7682517260000274E+000, 2.2231342699999779E-001, 2.2916310069999968E+000
 5.8780312460000026E+000, 5.3629833789999983E+000, 2.1570697520000008E+000, 0.0000000000000000E+000, 3.8122235629999999E+000, 9.8178459999999745E-002, 1.9755253849997549E+000, 2.2585202299997231E-001, 2.9102656960000104E+000
 5.8536094489999986E+000, 5.3869791210000022E+000, 1.6924163500000002E+000, 0.0000000000000000E+000, 4.0363009200000004E+000, 8.2585303000000998E-002, 2.5031983349999578E+000, 2.2386343299995559E-001, 3.1018525519999844E+000
 5.0867301120000024E+000, 4.6566983629999985E+000, 1.4866420129999991E+000, 0.0000000000000000E+000, 3.3014984229999982E+000, 1.3415922700000316E-001, 1.8274520520000239E+000, 2.2970892099996387E-001, 2.2736366070000029E+000
 5.1712969180000004E+000, 4.7504290140000016E+000, 1.5709016340000010E+000, 0.0000000000000000E+000, 3.2893931750000025E+000, 7.6121624000002441E-002, 1.7798158889998987E+000, 2.2036187199991186E-001, 2.3717079250000062E+000
 4.9534202850000000E+000, 4.5360905129999995E+000, 1.4828546709999992E+000, 0.0000000000000000E+000, 3.1508279339999996E+000, 1.0225285499999615E-001, 1.7400073339999471E+000, 2.2062762399999158E-001, 2.2500073320000018E+000
 5.1223021039999974E+000, 4.6969151230000001E+000, 1.4973237769999992E+000, 0.0000000000000000E+000, 3.2862345629999998E+000, 8.2430159000003833E-002, 1.8197811960000339E+000, 2.2305422500002603E-001, 2.3706629980000171E+000
