parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 2.9477464823000005E+001, 2.5936478100000009E+001, 2.0074831218999996E+001, 0.0000000000000000E+000, 6.6148174510000004E+000, 2.9007217399998808E-001, 1.5894676910002659E+000, 5.1790920100036431E-001, 1.7026582340000118E+000
 2.9289428556000001E+001, 2.5775950097999988E+001, 2.0248777075999996E+001, 0.0000000000000000E+000, 6.3594391070000142E+000, 2.7542876199999711E-001, 1.5958999290011278E+000, 5.2001282799977844E-001, 1.4310132649999829E+000
 2.9344536683000001E+001, 2.5835168193000008E+001, 2.0188009847000004E+001, 0.0000000000000000E+000, 6.5880006580000128E+000, 3.1327550200000331E-001, 1.5921446469992944E+000, 5.3664803900026214E-001, 1.6660028090000409E+000
 2.9390131366999995E+001, 2.5880156731999996E+001, 2.0055495666999988E+001, 0.0000000000000000E+000, 6.5187711939999957E+000, 2.9650801500000057E-001, 1.6374416570000037E+000, 5.1811370599981643E-001, 1.5756832229999915E+000
 2.9340947412999995E+001, 2.5826869670000001E+001, 2.0129411896000008E+001, 0.0000000000000000E+000, 6.5284900319999934E+000, 3.3589098699999198E-001, 1.5948645219991846E+000, 5.2047143499961379E-001, 1.6589343340000227E+000
 2.9493158582999989E+001, 2.5995160810000002E+001, 2.0206372151000011E+001, 0.0000000000000000E+000, 6.6358488079999915E+000, 3.5595414999998809E-001, 1.5721113200001255E+000, 5.3119697199971228E-001, 1.7577701979999887E+000
 2.9533843754999999E+001, 2.5842994542000000E+001, 2.0081261769000008E+001, 0.0000000000000000E+000, 6.5061659010000028E+000, 3.4367763799998841E-001, 1.6078438159999635E+000, 5.1816611699999982E-001, 1.6383623669999992E+000
 2.9384581043000004E+001, 2.5877229596999989E+001, 2.0193563210000001E+001, 0.0000000000000000E+000, 6.5054453349999903E+000, 3.1060002099999906E-001, 1.5865764379993763E+000, 5.2031642399983014E-001, 1.6262081149999830E+000
 2.9478741609999993E+001, 2.5974645858999999E+001, 2.0082350828999999E+001, 0.0000000000000000E+000, 6.6945167129999845E+000, 3.5531378200000319E-001, 1.6018089179997901E+000, 5.2637437399999953E-001, 1.6569660750000281E+000
 2.9550419826999992E+001, 2.5938319071999999E+001, 2.0055315735999997E+001, 0.0000000000000000E+000, 6.6362379810000078E+000, 2.8637508700000325E-001, 1.6270369490006615E+000, 5.2256030999994607E-001, 1.7517488879999803E+000
