parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 2.6702973670999199E+001, 2.4636903099999472E+001, 1.1389055268999982E+001, 0.0000000000000000E+000, 1.3294212952999715E+001, 6.4900865630015687E+000, 4.4491537411795434E-001, 4.8813356199925693E+000, 5.5529774909991829E+000
 2.5614965210999799E+001, 2.3603629086000637E+001, 1.1460496059000434E+001, 0.0000000000000000E+000, 1.2203962167000100E+001, 5.6233133630021257E+000, 3.8390884510044998E-001, 4.8373338130309094E+000, 5.2778695840006549E+000
 2.6298411408999996E+001, 2.4254485790000018E+001, 1.1484875481000017E+001, 0.0000000000000000E+000, 1.2753456903999975E+001, 6.0424205009999241E+000, 3.6036306000001161E-001, 5.0827962519989569E+000, 5.4147917760000013E+000
 2.3763675525000025E+001, 2.1653987385999983E+001, 1.1376536312999974E+001, 0.0000000000000000E+000, 1.0373860135000058E+001, 5.0944124840002019E+000, 2.9983738600387255E-001, 4.8359209799963025E+000, 3.9397819579997986E+000
 2.6223406335999982E+001, 2.4096785331999968E+001, 1.1464203549000047E+001, 0.0000000000000000E+000, 1.2778611206999926E+001, 6.6611498480002069E+000, 3.0953490399298289E-001, 4.9276528219981515E+000, 4.7845420469996043E+000
 2.4554349276000039E+001, 2.2447550513999886E+001, 1.1408278126000027E+001, 0.0000000000000000E+000, 1.1087220209999998E+001, 5.9765219129999423E+000, 3.2995956600007048E-001, 4.8490904120037044E+000, 3.8339368249994550E+000
 2.5458630005000146E+001, 2.3420705879000138E+001, 1.1490237337999929E+001, 0.0000000000000000E+000, 1.1985734950000108E+001, 6.0598485720000781E+000, 3.9420065099324120E-001, 4.8751997150006332E+000, 4.7117338029998450E+000
 2.5942571628999872E+001, 2.3925069043999997E+001, 1.1623577529999807E+001, 0.0000000000000000E+000, 1.2574978603999966E+001, 5.7993565969999281E+000, 3.0312138600606886E-001, 4.9098953690025837E+000, 5.4845113179990221E+000
 2.4751288679999789E+001, 2.2729396619999875E+001, 1.1483730840999897E+001, 0.0000000000000000E+000, 1.1399903133000066E+001, 6.0549692979991505E+000, 4.2891598303197043E-001, 4.8870797109658497E+000, 4.0736786350006469E+000
 2.6728908787999899E+001, 2.4705865303999985E+001, 1.1372934864999934E+001, 0.0000000000000000E+000, 1.3472352504000014E+001, 6.8907545639996215E+000, 3.6609581898494525E-001, 4.8751140099869872E+000, 5.2984582729998237E+000
