parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 5.5215520840000005E+000, 4.7198584180000012E+000, 3.7913150649999992E+000, 0.0000000000000000E+000, 9.7002390899999913E-001, 1.4588503299999989E-001, 4.2897917000001229E-002, 1.9173269100000034E-001, 2.7655481899999579E-001
 5.4130788420000009E+000, 4.6315451689999971E+000, 3.7583415809999998E+000, 0.0000000000000000E+000, 9.1245997599999917E-001, 1.4550135500000128E-001, 4.2291044000063671E-002, 1.8473056999996551E-001, 2.3898344599999888E-001
 5.4343826979999994E+000, 4.6553286470000010E+000, 3.7916179149999998E+000, 0.0000000000000000E+000, 9.2422819899999897E-001, 1.3353825199999925E-001, 4.3741648999997551E-002, 1.8613893199997289E-001, 2.4429212599999950E-001
 5.4164168810000000E+000, 4.6364187479999988E+000, 3.7734327910000003E+000, 0.0000000000000000E+000, 9.2131704199999920E-001, 1.4663668700000176E-001, 4.3318517000062506E-002, 1.7982101500001146E-001, 2.3477434599999913E-001
 5.4444597939999984E+000, 4.6621625779999993E+000, 3.7897307120000026E+000, 0.0000000000000000E+000, 9.6421390400000018E-001, 1.6109330299999858E-001, 4.2936854999980234E-002, 1.9040553499992097E-001, 2.5479577399999709E-001
 5.4009443749999990E+000, 4.6251471570000007E+000, 3.7707604780000006E+000, 0.0000000000000000E+000, 9.1867155200000283E-001, 1.3375443000000153E-001, 4.2724309000102600E-002, 1.7929692800003139E-001, 2.5653900699999976E-001
 5.4562050539999998E+000, 4.6749017000000013E+000, 3.8140752470000026E+000, 0.0000000000000000E+000, 9.5668426900000103E-001, 1.3690601400000002E-001, 4.1531090999967546E-002, 1.8283110100006184E-001, 2.6677581199999434E-001
 5.4394288959999972E+000, 4.6574458199999977E+000, 3.7960461040000002E+000, 0.0000000000000000E+000, 9.2500947500000041E-001, 1.3351317799999673E-001, 4.2965158000110470E-002, 1.7711268199991004E-001, 2.3395905900000002E-001
 5.5291982319999988E+000, 4.6668305089999995E+000, 3.8222105750000006E+000, 0.0000000000000000E+000, 9.4543006000000052E-001, 1.3336170199999753E-001, 4.3061754000184749E-002, 1.7775270099990692E-001, 2.6610334999999985E-001
 5.4161016700000006E+000, 4.6371760330000020E+000, 3.7795951570000001E+000, 0.0000000000000000E+000, 9.1128056800000046E-001, 1.3269145400000237E-001, 4.3103672999949438E-002, 1.8125435399999112E-001, 2.4551882300000027E-001
