parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 1.2246005886999999E+001, 1.0589102041000004E+001, 9.0132774509999987E+000, 0.0000000000000000E+000, 1.7623594939999983E+000, 4.8494606000005547E-002, 3.9860480000086795E-002, 1.4974992000226450E-002, 2.8003820899999354E-001, 2.8414292300000277E-001
 1.2307739057000003E+001, 1.0644128072000003E+001, 9.0206783670000021E+000, 0.0000000000000000E+000, 1.8436041690000007E+000, 3.9005310000002069E-002, 3.4431406000178910E-002, 1.5403718999971616E-002, 3.2875477700000033E-001, 2.7587161399999971E-001
 1.2252086340999998E+001, 1.0575514254999996E+001, 8.9614294210000001E+000, 0.0000000000000000E+000, 1.7710131279999999E+000, 4.1534777999997274E-002, 3.5256385999867135E-002, 1.5244054999882906E-002, 3.0861488400000603E-001, 2.5554874200000022E-001
 1.2249346214000006E+001, 1.0557767967999999E+001, 8.9815732669999964E+000, 0.0000000000000000E+000, 1.7191317129999977E+000, 3.5644758999993087E-002, 3.3916680999848126E-002, 1.4993938999841916E-002, 2.5418124799998409E-001, 2.3401086999999698E-001
 1.2356204294000001E+001, 1.0690385647000001E+001, 8.9445112170000005E+000, 0.0000000000000000E+000, 1.8279460140000019E+000, 1.1148764499999331E-001, 3.4819045999803677E-002, 1.5537952000078903E-002, 3.3270389099999242E-001, 2.0515563600000064E-001
 1.2192120118000002E+001, 1.0533602708000005E+001, 8.9781455609999998E+000, 0.0000000000000000E+000, 1.7233494210000000E+000, 3.0395977999994273E-002, 3.4120787999309954E-002, 1.4936070999679529E-002, 3.0330659499999868E-001, 2.6722176000000175E-001
 1.2243326829000003E+001, 1.0602969394999999E+001, 8.9914168890000017E+000, 0.0000000000000000E+000, 1.7494851020000048E+000, 6.4534229000004828E-002, 3.4187708000038342E-002, 1.5081949999887101E-002, 3.4328817999999828E-001, 2.1375971000000149E-001
 1.2225358779000002E+001, 1.0574508169000005E+001, 8.9775309289999967E+000, 0.0000000000000000E+000, 1.7673171429999979E+000, 9.1385233000002231E-002, 3.4421784999853600E-002, 1.5369085999935805E-002, 3.2630965700000125E-001, 2.5344747500000153E-001
 1.2247013837999997E+001, 1.0615458301000006E+001, 8.9582746139999969E+000, 0.0000000000000000E+000, 1.7948515670000003E+000, 5.0989923999994247E-002, 3.4668903999756751E-002, 1.5096155000158262E-002, 3.0728128999998638E-001, 2.6906183000000361E-001
 1.2365605646000002E+001, 1.0702519172000004E+001, 8.9981965629999987E+000, 0.0000000000000000E+000, 1.8813342469999998E+000, 8.7326690000001150E-002, 3.4152628000118312E-002, 1.5414253000090028E-002, 3.6637918299998873E-001, 2.7942087200000110E-001
