parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
10,10,10,1,10,59,182138,84912,197
10,10,10,1,10,59,182138,84914,197
10,10,10,1,10,59,182138,84911,197
10,10,10,1,10,59,182138,84919,197
10,10,10,1,10,59,182138,84901,197
10,10,10,1,10,59,182138,84922,197
10,10,10,1,10,59,182138,84902,197
10,10,10,1,10,59,182138,84914,197
10,10,10,1,10,59,182138,84899,197
10,10,10,1,10,59,182138,84911,197
