parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 1.9664252700113138E-001, 1.8718709099903208E-001, 1.3535468700047204E-001, 0.0000000000000000E+000, 5.6381485000656539E-002, 1.8520771000112290E-002, 3.2574860097156488E-003, 1.4969180980642705E-002, 2.8767535999577376E-002
 1.9636596800000916E-001, 1.8714508100038074E-001, 1.3585830500051088E-001, 0.0000000000000000E+000, 5.3024554999410611E-002, 1.7832168999575515E-002, 3.1244930137290794E-003, 1.4911509011653834E-002, 2.6822550999440864E-002
 1.9724364199873889E-001, 1.8796256399991762E-001, 1.3622557599956053E-001, 0.0000000000000000E+000, 5.2428215000418277E-002, 1.7977035000512842E-002, 3.1228530115186004E-003, 1.5081960999395960E-002, 2.5716931998886139E-002
 1.9644392099962715E-001, 1.8731614900025306E-001, 1.3634351600012451E-001, 0.0000000000000000E+000, 5.2685653000480670E-002, 1.7861484998775268E-002, 3.1133770335145527E-003, 1.4805363998220855E-002, 2.5665508002930437E-002
 1.9617506099984894E-001, 1.8679307800084644E-001, 1.3549152699988554E-001, 0.0000000000000000E+000, 5.3531742999439302E-002, 1.7905279000842711E-002, 3.2445679839838704E-003, 1.4866172988149629E-002, 2.6814588999513944E-002
 1.9506458800015025E-001, 1.8566218200157891E-001, 1.3364941099962380E-001, 0.0000000000000000E+000, 5.2671414999622357E-002, 1.8071663997943688E-002, 3.1236009876920434E-003, 1.4942866985165892E-002, 2.5433729996620968E-002
 1.9497655599934660E-001, 1.8588016899957438E-001, 1.3389535399937813E-001, 0.0000000000000000E+000, 5.2928241999325110E-002, 1.8172858000980341E-002, 3.1035279866955534E-003, 1.4865900995118864E-002, 2.5719515002037951E-002
 1.9465825099996437E-001, 1.8516067300015493E-001, 1.3364698799978214E-001, 0.0000000000000000E+000, 5.2708640999298950E-002, 1.8110879999767349E-002, 3.1073160130290489E-003, 1.4853672996196110E-002, 2.6174139999966428E-002
 1.9718252100028621E-001, 1.8769318799968460E-001, 1.3585816500017245E-001, 0.0000000000000000E+000, 5.3569536000395601E-002, 1.8140195002160908E-002, 3.1095210019884689E-003, 1.4806369996222202E-002, 2.6605391999055428E-002
 1.9758103899994239E-001, 1.8817573000023913E-001, 1.3657249199968646E-001, 0.0000000000000000E+000, 5.4195497999899089E-002, 1.8438156998399791E-002, 3.1008990313239337E-003, 1.4783837987124571E-002, 2.6822015996458504E-002
