parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 7.3551665999730176E-002, 6.8963349999194179E-002, 3.4531579000031343E-002, 0.0000000000000000E+000, 3.4900123999250354E-002, 9.7802780005622481E-003, 5.3692599021815113E-004, 2.6192099221589160E-004, 2.1255031000691815E-002, 4.1335009996146255E-003
 7.0849456000360078E-002, 6.6255961999559077E-002, 3.2399158999851352E-002, 0.0000000000000000E+000, 3.4237760999531019E-002, 1.0253671001919429E-002, 5.4235000379776466E-004, 3.5121900737067335E-004, 2.0942493003985874E-002, 3.7081620016579109E-003
 7.0599506999315054E-002, 6.6085940999982995E-002, 3.2372147999922163E-002, 0.0000000000000000E+000, 3.4268058999714412E-002, 9.9426880015016650E-003, 5.3398800719151041E-004, 2.5147099859168520E-004, 2.1280961996126280E-002, 3.8710560006620653E-003
 7.1173778000229504E-002, 6.6745463000188465E-002, 3.2360293000692764E-002, 0.0000000000000000E+000, 3.4367278999980044E-002, 1.0125311001047521E-002, 5.3442898752109613E-004, 2.6013900787802413E-004, 2.1375148998686200E-002, 3.6252029999559454E-003
 7.0729389999542036E-002, 6.6110317000493524E-002, 3.2217422999565315E-002, 0.0000000000000000E+000, 3.4347640999385476E-002, 1.0102556000219920E-002, 5.4352698589354986E-004, 2.5820500468398677E-004, 2.0872153998880094E-002, 3.8450940000984701E-003
 7.0195462999436131E-002, 6.5792287000476790E-002, 3.2224434000454494E-002, 0.0000000000000000E+000, 3.3985968999786564E-002, 9.5365590000255906E-003, 5.3781399083163706E-004, 2.5662499319878407E-004, 2.0763772997725027E-002, 3.7829949997103540E-003
 7.0756496000740299E-002, 6.6138358000443986E-002, 3.2603889999336388E-002, 0.0000000000000000E+000, 3.3962052999413572E-002, 9.7136100007446657E-003, 5.3561699360216153E-004, 2.4991101463456289E-004, 2.0926688999225007E-002, 3.7470810002560029E-003
 7.0974470998862671E-002, 6.6290210999341070E-002, 3.2248088999040192E-002, 0.0000000000000000E+000, 3.4278409999842552E-002, 9.8342929986756644E-003, 5.3629400917998282E-004, 2.5586800120436237E-004, 2.1015950999753841E-002, 3.8085019987192936E-003
 7.0582307999302429E-002, 6.6066010998838465E-002, 3.2359314001041639E-002, 0.0000000000000000E+000, 3.4232893999615044E-002, 9.8584770007619227E-003, 5.3425402438733727E-004, 2.5350800478918245E-004, 2.0778157996574009E-002, 3.8038800012145657E-003
 7.2222538000914938E-002, 6.7825149000327656E-002, 3.4119083998575661E-002, 0.0000000000000000E+000, 3.4552406999864615E-002, 1.0122016998593608E-002, 5.3261297080098302E-004, 2.5688899086162564E-004, 2.1183617998303816E-002, 4.0945649998320732E-003
