parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 1.8763271700072437E-001, 1.6994027300006564E-001, 1.1045407500023430E-001, 0.0000000000000000E+000, 6.1900738000531419E-002, 1.7068972001652583E-002, 1.6333929843312944E-003, 7.0099498270792537E-004, 3.7290450002728903E-002, 7.8479579992745130E-003
 1.7879805699976714E-001, 1.6109368500065102E-001, 1.0197719200050415E-001, 0.0000000000000000E+000, 5.9759361000033095E-002, 1.5729628000372031E-002, 1.6070780275185825E-003, 7.0860300138519960E-004, 3.5659518002375989E-002, 5.6578560001980804E-003
 1.7537633699930666E-001, 1.5762282500008951E-001, 9.7745607000433665E-002, 0.0000000000000000E+000, 5.8882923000510345E-002, 1.5320360998430260E-002, 1.6255070268016425E-003, 7.0450398607135867E-004, 3.4279264997167047E-002, 5.7539530002941319E-003
 1.7718672199998764E-001, 1.5935338899953422E-001, 9.9149135999596183E-002, 0.0000000000000000E+000, 5.9757501000149205E-002, 1.5700561999437923E-002, 1.6348729786841432E-003, 7.0645200048602419E-004, 3.4210902004360833E-002, 6.1350030000539846E-003
 1.7597830399972736E-001, 1.5822870100100772E-001, 9.9134836999837717E-002, 0.0000000000000000E+000, 5.9596369000701088E-002, 1.5320717997838074E-002, 1.6144219998750486E-003, 7.1446001584263286E-004, 3.4892533997663122E-002, 6.6145610007879441E-003
 1.8228608599929430E-001, 1.6471166800056380E-001, 1.0604954900054508E-001, 0.0000000000000000E+000, 6.2837319000664138E-002, 1.8146477000755112E-002, 1.6539329963052296E-003, 7.1442500166085665E-004, 3.7154386001930106E-002, 8.1165879996660806E-003
 1.7608701700055462E-001, 1.5821721399970556E-001, 9.8782633001064823E-002, 0.0000000000000000E+000, 5.9538522000366356E-002, 1.5582885999720020E-002, 1.6584369832344237E-003, 7.0590101768175373E-004, 3.6273383002480841E-002, 5.6134189994736516E-003
 1.9384740400028022E-001, 1.7631648899941865E-001, 1.1879145500051891E-001, 0.0000000000000000E+000, 6.8588391000048432E-002, 2.3927759999878617E-002, 1.6555640404476435E-003, 7.0925500358498539E-004, 4.5547944997451850E-002, 1.6878030000953004E-002
 1.7987973199979024E-001, 1.6210569999975633E-001, 1.0205462699968848E-001, 0.0000000000000000E+000, 5.8825019999858341E-002, 1.5057079000598605E-002, 1.6450039897790703E-003, 7.1631298806096311E-004, 3.5013124000215612E-002, 5.5535760002385359E-003
 1.7603796300045360E-001, 1.5846710599998914E-001, 9.8048986000321747E-002, 0.0000000000000000E+000, 5.9397735999937140E-002, 1.5180141001565062E-002, 1.6463149809169408E-003, 7.1165900408232119E-004, 3.4604800998295104E-002, 5.8116700010941713E-003
