parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 4.0711211800135061E-001, 3.7196441300011429E-001, 2.3013928799946370E-001, 0.0000000000000000E+000, 1.5126604000124644E-001, 4.0980946000217955E-002, 3.5386080071475590E-003, 1.4460850193245278E-003, 9.4106978005129349E-002, 1.7240620999018574E-002
 4.0639346799980558E-001, 3.7047345200062409E-001, 2.3356192099890905E-001, 0.0000000000000000E+000, 1.5362383200044860E-001, 4.2053298999690014E-002, 3.6009310392728366E-003, 1.4631139742959931E-003, 9.6970165000129782E-002, 2.1798808999847097E-002
 4.1119440000011309E-001, 3.7271965499985527E-001, 2.3679878000075405E-001, 0.0000000000000000E+000, 1.5041656199991849E-001, 3.7789202000567457E-002, 3.5429550239314267E-003, 1.4729150211678643E-003, 9.4510168999477173E-002, 2.0959831999789458E-002
 4.1263222399993538E-001, 3.7691837200009104E-001, 2.4303490900047109E-001, 0.0000000000000000E+000, 1.5183775599962246E-001, 4.2227185998399364E-002, 3.6363089520818903E-003, 1.4720230092279962E-003, 9.6716324998851633E-002, 1.7335244999685528E-002
 4.0107545799992295E-001, 3.6530788499976552E-001, 2.2825496999894312E-001, 0.0000000000000000E+000, 1.5014966499984439E-001, 3.5301034997701208E-002, 3.6227270338713424E-003, 1.4630639639108267E-003, 9.4592378001379984E-002, 2.0181590000447613E-002
 4.0653184999973746E-001, 3.7125444800085461E-001, 2.3724371300022540E-001, 0.0000000000000000E+000, 1.5209609999965323E-001, 4.2600496997238224E-002, 3.6276239675316901E-003, 1.4583390129701002E-003, 9.6579978999670857E-002, 2.2478783000224212E-002
 4.1098296899963316E-001, 3.7571189100117408E-001, 2.4206665699875884E-001, 0.0000000000000000E+000, 1.5319764800051416E-001, 4.3442357003186771E-002, 3.6126140330452472E-003, 1.5003019861978828E-003, 9.6749508997618250E-002, 2.0126775999415258E-002
 4.0186629099980564E-001, 3.6627793200068481E-001, 2.2769470500088573E-001, 0.0000000000000000E+000, 1.4770492999878115E-001, 3.5553133999655984E-002, 3.5692979845407535E-003, 1.4409759987756843E-003, 9.1826000003038644E-002, 1.4810453999871243E-002
 4.0507811600036803E-001, 3.6960909700019329E-001, 2.3240504400064310E-001, 0.0000000000000000E+000, 1.5088800200101105E-001, 3.7964528999964386E-002, 3.5494390322128311E-003, 1.4748930125279003E-003, 9.7301619000518258E-002, 2.0592167000359041E-002
 4.0889955700004066E-001, 3.7344893600038631E-001, 2.3798156199927689E-001, 0.0000000000000000E+000, 1.5163513900006365E-001, 3.9545653000459424E-002, 3.6081359744457586E-003, 1.4354840277519543E-003, 9.7962000998450094E-002, 2.0151204998910544E-002
