parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 1.3510061899933135E-001, 1.2890479999987292E-001, 5.0404282999807037E-002, 0.0000000000000000E+000, 7.8608501999951841E-002, 2.1968007000396028E-002, 8.1918698742811102E-004, 3.6856598762824433E-004, 5.5283255001086218E-002, 7.3876000010386633E-003
 1.3299102699966170E-001, 1.2685022200048479E-001, 4.9612770000294404E-002, 0.0000000000000000E+000, 7.7661527000145725E-002, 2.0474565998483740E-002, 7.9467101340924273E-004, 3.7101900443303748E-004, 5.3285980998680316E-002, 7.8765570001451124E-003
 1.3343120499939687E-001, 1.2711864800076000E-001, 4.9865482001223427E-002, 0.0000000000000000E+000, 7.6647017999675882E-002, 2.1386481000718049E-002, 8.0004499022834352E-004, 4.0348098627873696E-004, 5.3370006998193276E-002, 7.1497080002700386E-003
 1.3285796500031211E-001, 1.2663977900047030E-001, 4.9771113001042977E-002, 0.0000000000000000E+000, 7.7246433000709658E-002, 2.0490439999775845E-002, 7.9929200182959903E-004, 3.7503300791286165E-004, 5.3177800004050368E-002, 7.3122809994856652E-003
 1.3363307500048904E-001, 1.2773146900008214E-001, 5.0342071999693871E-002, 0.0000000000000000E+000, 7.7771327999926143E-002, 2.1080219000396028E-002, 8.0273399862562655E-004, 3.6918599289492704E-004, 5.3142853001190815E-002, 7.8644419991178438E-003
 1.3308011000071929E-001, 1.2676717099884627E-001, 4.9854678999054158E-002, 0.0000000000000000E+000, 7.7527900999484700E-002, 2.0646934002343187E-002, 8.1431998341940925E-004, 3.6997700590291061E-004, 5.3208728000754490E-002, 7.3165160006283259E-003
 1.3262642600057006E-001, 1.2622080900064248E-001, 4.9525662000178272E-002, 0.0000000000000000E+000, 7.7021121000143467E-002, 2.0453212001484644E-002, 8.1918300838879077E-004, 3.9036899033817463E-004, 5.2707711997300066E-002, 7.4597630004973325E-003
 1.3267825900084063E-001, 1.2614460500026325E-001, 4.9811574000159453E-002, 0.0000000000000000E+000, 7.6870081999459217E-002, 2.1074726000733790E-002, 8.1073299270428834E-004, 3.7696100071116234E-004, 5.2671909001674067E-002, 7.9836720001367212E-003
 1.3276091199941220E-001, 1.2630149799952051E-001, 4.9352227999406750E-002, 0.0000000000000000E+000, 7.8145120000954194E-002, 2.1031911000591208E-002, 7.9984199237514986E-004, 3.6803701050303061E-004, 5.3180338999936794E-002, 7.7205699994919996E-003
 1.3272875699885844E-001, 1.2646389400015323E-001, 4.9607170999934169E-002, 0.0000000000000000E+000, 7.7319226999406965E-002, 2.0309362999796576E-002, 7.9682599380248575E-004, 3.6760500415766728E-004, 5.2822290998847166E-002, 7.6135270005579514E-003
