parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 7.3616449999917677E-002, 6.9026349000523624E-002, 3.3700461999160325E-002, 6.3210669995896751E-003, 3.5694013999091112E-002, 1.1440773999311205E-002, 5.5044098735379521E-004, 2.5243498703275691E-004, 2.1104855997236882E-002, 3.7525779998759390E-003
 7.3494927999945503E-002, 6.8864459999986138E-002, 3.3867661001750093E-002, 6.4335409992963832E-003, 3.5485734999838314E-002, 1.1137110001527617E-002, 5.4828301290399395E-004, 2.6392500240035588E-004, 2.0839475999309798E-002, 3.7906729999122035E-003
 7.4132233000000269E-002, 6.9572565999806102E-002, 3.4815950999472989E-002, 5.9832379997715179E-003, 3.5608868000053917E-002, 1.1294459998225648E-002, 5.4242001442617038E-004, 2.4930400059020030E-004, 2.1189979002883774E-002, 4.2115739997825585E-003
 7.3493583000072249E-002, 6.8839372000638832E-002, 3.3668165000563022E-002, 6.2832820003677625E-003, 3.5554753999804234E-002, 1.1388822000299115E-002, 5.6197700769189396E-004, 2.4870199422366568E-004, 2.0991236002828373E-002, 3.7150559987821907E-003
 7.4399779000032140E-002, 6.9945884000389924E-002, 3.5634252000818378E-002, 6.2732800001867872E-003, 3.5999284000354237E-002, 1.1582403999454982E-002, 5.4772399926150683E-004, 2.7090398816653760E-004, 2.1678475000499020E-002, 4.3200980012443324E-003
 7.3685286999989330E-002, 6.9219616999816935E-002, 3.3911945999534510E-002, 6.3960119991861575E-003, 3.5932837000927975E-002, 1.1567102001208696E-002, 5.4459598777611973E-004, 2.6530100876698270E-004, 2.0779334995495446E-002, 3.8947210000515042E-003
 7.4229483000635810E-002, 6.9716173000415438E-002, 3.4081854999385541E-002, 6.5478729993628804E-003, 3.6086306999550288E-002, 1.1687919998621510E-002, 5.4148200069903396E-004, 2.6316501225664979E-004, 2.1299656002156553E-002, 4.0396760000476206E-003
 7.4227360001714260E-002, 6.9578596000610560E-002, 3.4320402999583166E-002, 6.2491340004271478E-003, 3.5724340999422566E-002, 1.1528361999808112E-002, 5.5534901275677839E-004, 2.5570200159563683E-004, 2.0700288998796168E-002, 3.7241580007503217E-003
 7.5870099999065133E-002, 7.1346790998632059E-002, 3.7000286999955279E-002, 6.3610789998165274E-003, 3.5899783999411738E-002, 1.1372684000889421E-002, 5.5205299941007979E-004, 2.7022699805456796E-004, 2.1180404994538549E-002, 4.2634080000425456E-003
 7.2878985999523138E-002, 6.8606440999701590E-002, 3.3445337000102882E-002, 6.1899270003777929E-003, 3.5432915999990655E-002, 1.1465291998320026E-002, 5.3575999208987923E-004, 2.5296999501733808E-004, 2.0603221002602368E-002, 3.8995410009192710E-003
