parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 5.4836809299922606E-001, 5.2986325299934833E-001, 2.5207950700041692E-001, 0.0000000000000000E+000, 2.8186049599980834E-001, 4.6458278003228770E-002, 1.4929658900337017E-001, 7.3582552005973412E-002, 1.3600025899813772E-001
 5.2551954699947601E-001, 5.1102870199929384E-001, 2.5328887400019084E-001, 0.0000000000000000E+000, 2.6332612799978961E-001, 4.5141460999275296E-002, 1.4090545798671883E-001, 6.9886682024844049E-002, 1.3305667899476248E-001
 5.3159675699907893E-001, 5.1725374800025747E-001, 2.6222636400007104E-001, 0.0000000000000000E+000, 2.6464692200033824E-001, 4.4964899000660807E-002, 1.4064628396226908E-001, 6.8944806001582037E-002, 1.3533930200310351E-001
 5.2443830600032015E-001, 5.1039833500044551E-001, 2.5179791000118712E-001, 0.0000000000000000E+000, 2.6235360899909210E-001, 4.4567394000750937E-002, 1.4041042404460313E-001, 6.9419309009390417E-002, 1.3307617800137450E-001
 5.2535564400113799E-001, 5.1110660299946176E-001, 2.5410001799946258E-001, 0.0000000000000000E+000, 2.6161894999950164E-001, 4.4905185999596142E-002, 1.4021686800606403E-001, 6.8873844996687694E-002, 1.3213869000037448E-001
 5.2180705199998556E-001, 5.0780550600029528E-001, 2.5125180999975782E-001, 0.0000000000000000E+000, 2.6161004799951115E-001, 4.4786716001453897E-002, 1.3959851101253662E-001, 6.8933625998852222E-002, 1.3270914600525430E-001
 5.3661052400002518E-001, 5.2263731100038058E-001, 2.6475127699995937E-001, 0.0000000000000000E+000, 2.6684966300035740E-001, 4.4788800999867817E-002, 1.4036309903121946E-001, 6.9767190011134517E-002, 1.3724568300085593E-001
 5.2264500599949315E-001, 5.0849686099945757E-001, 2.5207092599976022E-001, 0.0000000000000000E+000, 2.6254556799949569E-001, 4.4819989998359233E-002, 1.4009190697288432E-001, 6.9567342007758270E-002, 1.3302355900032126E-001
 5.2543231300069237E-001, 5.1107038399868543E-001, 2.5353079399974376E-001, 0.0000000000000000E+000, 2.6226244600002246E-001, 4.4593110998448537E-002, 1.4042245399150488E-001, 6.8763728999783780E-002, 1.3227960399854055E-001
 5.3136936099963350E-001, 5.1718267699970966E-001, 2.6203724800006967E-001, 0.0000000000000000E+000, 2.6348914599975615E-001, 4.4759918000181642E-002, 1.4048803798232257E-001, 6.8799831979049486E-002, 1.3541502099815261E-001
