parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 1.5238805999979377E-001, 1.4313412999990760E-001, 6.4734928999314434E-002, 3.8913719999982277E-003, 7.7633552999941458E-002, 1.4484764998996980E-002, 3.9239093996911834E-002, 1.9747445992379653E-002, 3.9697252000678418E-002
 1.5294839999978649E-001, 1.4326951100019869E-001, 6.5385189999688009E-002, 4.1707280006448855E-003, 7.7429628000118100E-002, 1.4244293999126967E-002, 3.9293160035867913E-002, 1.9670209999731014E-002, 3.9925971997490706E-002
 1.5279793800027619E-001, 1.4364340600013747E-001, 6.5532797000287246E-002, 4.0207030015153578E-003, 7.7360874999612861E-002, 1.4364747999024985E-002, 3.9339228992957942E-002, 1.9689590989401040E-002, 4.0041941999334085E-002
 1.5163479999955598E-001, 1.4216679699893575E-001, 6.4470575999621360E-002, 4.5079679998707434E-003, 7.7021382001021266E-002, 1.4489592001609708E-002, 3.9420227011305542E-002, 1.9510963982156682E-002, 3.9109022000047844E-002
 1.5183794799941097E-001, 1.4249183299943979E-001, 6.4658988999326539E-002, 5.1139880001755955E-003, 7.7096516999517917E-002, 1.4519675998144521E-002, 3.9336726010787970E-002, 1.9899162998626707E-002, 3.9388047001921223E-002
 1.5330274199959604E-001, 1.4391905500042412E-001, 6.6091124000195123E-002, 4.3473289993016806E-003, 7.7400653999120550E-002, 1.4387472998805606E-002, 3.9351010987957125E-002, 1.9663450995267340E-002, 3.9628550997804268E-002
 1.5164327499951469E-001, 1.4221432300064407E-001, 6.5587931001118704E-002, 4.6169859992915008E-003, 7.6689378000992292E-002, 1.4294082001470088E-002, 3.9135369000632636E-002, 1.9570371999179770E-002, 3.9346160001514363E-002
 1.5551719300037803E-001, 1.4604236700097317E-001, 6.9034246999763127E-002, 4.9888339999597520E-003, 7.6799345999916113E-002, 1.4420212998629722E-002, 3.9233456007423229E-002, 1.9902516002730408E-002, 3.9563878000080877E-002
 1.5341479399876334E-001, 1.4399245800086646E-001, 6.6124371999649156E-002, 4.8657639995326463E-003, 7.7085205999992468E-002, 1.4293556000666285E-002, 3.9196640010231931E-002, 1.9826228997317230E-002, 3.9456419998259662E-002
 1.5173811200065757E-001, 1.4236487199877956E-001, 6.4407318000576197E-002, 4.3844750007338007E-003, 7.7376170999741589E-002, 1.4249110002310772E-002, 3.9189274009004293E-002, 1.9819028983420139E-002, 3.9554584000143223E-002
