parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 2.0290446299986797E-001, 1.8211847199972908E-001, 1.0496560899946417E-001, 0.0000000000000000E+000, 7.7011590000438446E-002, 4.9310769977637392E-003, 3.9630549984849495E-002, 1.6887012984170724E-002, 1.7612224999083992E-002
 1.7933148800011622E-001, 1.5849257400077477E-001, 1.0475625699973534E-001, 0.0000000000000000E+000, 5.3828354000415857E-002, 4.7797470028854150E-003, 2.2082974983732129E-002, 1.1456947006081464E-002, 1.7514149001272017E-002
 1.7831769199938208E-001, 1.5723456900013844E-001, 1.0366344900012336E-001, 0.0000000000000000E+000, 5.3657313999792677E-002, 4.8362999991695688E-003, 2.2171108050770272E-002, 1.1309628995149978E-002, 1.7460658999425505E-002
 1.9063238500075386E-001, 1.7021520400112422E-001, 1.1661695400152894E-001, 0.0000000000000000E+000, 5.6051229999866337E-002, 4.7748239990141883E-003, 2.2406791992125363E-002, 1.1141113011944981E-002, 2.0150232998730644E-002
 1.8055187999880218E-001, 1.5972669399934603E-001, 1.0558318100038377E-001, 0.0000000000000000E+000, 5.3678957001011440E-002, 4.8925159994723799E-003, 2.2302536970983056E-002, 1.1130492986012541E-002, 1.7075793000003614E-002
 1.7982757499930813E-001, 1.5927288900138592E-001, 1.0537273499949151E-001, 0.0000000000000000E+000, 5.3308130000914389E-002, 4.7950130019671633E-003, 2.2139265002806496E-002, 1.1088439008290152E-002, 1.7519158998766216E-002
 1.8306374299982053E-001, 1.6134398099939062E-001, 1.0657305000086126E-001, 0.0000000000000000E+000, 5.5123005000041303E-002, 5.0587389982865716E-003, 2.2050007014058792E-002, 1.1209659993255627E-002, 1.9167244999607647E-002
 1.8130179099989618E-001, 1.6035829699922033E-001, 1.0632262299986905E-001, 0.0000000000000000E+000, 5.3689273999225406E-002, 4.9319150002702372E-003, 2.2397444003672717E-002, 1.1154818025261193E-002, 1.7747753003732214E-002
 1.8155462799995803E-001, 1.6089580700008810E-001, 1.0757238799988045E-001, 0.0000000000000000E+000, 5.4343586999948457E-002, 4.9368870004400378E-003, 2.2222308999062079E-002, 1.1227344000417361E-002, 1.7593904000023031E-002
 1.7964098699940223E-001, 1.5890331300033722E-001, 1.0484908500029633E-001, 0.0000000000000000E+000, 5.3614623999692412E-002, 4.8790790001476125E-003, 2.2236134978356858E-002, 1.1188574005245755E-002, 1.7874297000162187E-002
