parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 4.3833451199998308E-001, 3.9192408500002784E-001, 2.3613956300005157E-001, 5.4814349991829658E-003, 1.6613023999980214E-001, 2.4542400000427733E-002, 7.3806086002150550E-002, 3.5849604975283000E-002, 8.0208850000872189E-002
 4.1755311999986588E-001, 3.7102865900033066E-001, 2.1388561200001277E-001, 5.3782729996783019E-003, 1.5823407699963354E-001, 2.4842932000865403E-002, 7.4205922031069349E-002, 3.6162596006306558E-002, 7.2225442001581541E-002
 4.7397605700007261E-001, 4.2793751199997132E-001, 2.7524314899892488E-001, 5.1844669992533454E-003, 1.7488582900023175E-001, 2.5172518001454591E-002, 7.4581708021923987E-002, 3.5862170979726216E-002, 8.5870474996227131E-002
 4.3128818299965133E-001, 3.8587585700042837E-001, 2.2781038600078318E-001, 5.2668079997602035E-003, 1.5832512499991935E-001, 2.4881227001060324E-002, 7.4205948987582815E-002, 3.5390593002375681E-002, 7.3343267004020163E-002
 4.2505225400100244E-001, 3.7886336900010065E-001, 2.2132255800033818E-001, 5.2947319991289987E-003, 1.6067497400035791E-001, 2.5238807000278030E-002, 7.4498580979252438E-002, 3.6035055995398579E-002, 7.4822545002461993E-002
 4.3843856800049252E-001, 3.9213176600060251E-001, 2.3463615799937543E-001, 5.2256600006330700E-003, 1.6016718499986382E-001, 2.4244003999228880E-002, 7.4295665001500311E-002, 3.5929151003529114E-002, 7.5646959000550851E-002
 4.2474269999956960E-001, 3.7805048899963367E-001, 2.1883103399886750E-001, 5.1280420002512983E-003, 1.5904889400007960E-001, 2.5025209000432369E-002, 7.4744825962625328E-002, 3.6056482004823920E-002, 7.2935343000608555E-002
 4.2329268800085629E-001, 3.7696396499950424E-001, 2.1827210500032379E-001, 5.4029429998081469E-003, 1.5939560399965558E-001, 2.4824466000154644E-002, 7.4463519993514637E-002, 3.5908727024434484E-002, 7.3872671997378347E-002
 4.2426060500019958E-001, 3.7746522399947935E-001, 2.1951355099963621E-001, 5.2136729996163922E-003, 1.5967507200048203E-001, 2.4884132999886788E-002, 7.4011099014569481E-002, 3.5844658993482881E-002, 7.3664186998939840E-002
 4.2176503500013496E-001, 3.7524948299960670E-001, 2.1652726799948141E-001, 5.0932010003634787E-003, 1.5917039599935379E-001, 2.4494771999343357E-002, 7.4429840035463712E-002, 3.6021573999278189E-002, 7.4276329997246648E-002
