parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 6.3344179200021244E-001, 5.4464224299999842E-001, 3.8898340900004769E-001, 1.0007624000536453E-002, 1.8328700399888476E-001, 3.8992198999949323E-002, 5.1794879977933306E-003, 2.1281859740156506E-003, 9.7166633001961600E-002, 3.2537725999645772E-002
 6.5269409700067627E-001, 5.6484807300012108E-001, 4.1534757399949740E-001, 1.0055340999770124E-002, 1.9171541900050215E-001, 4.5815202999619942E-002, 5.3082640174579865E-003, 2.1208329944784055E-003, 1.0323160900634321E-001, 3.4817660000953765E-002
 6.2871308899957512E-001, 5.3961808500025654E-001, 3.8540058700027657E-001, 1.0303174000455328E-002, 1.7855572700045741E-001, 3.7486899999748857E-002, 5.1556890198298788E-003, 2.1111250139256299E-003, 9.4604448002883146E-002, 3.1675108999934309E-002
 6.1960536300148306E-001, 5.3061851400070736E-001, 3.7397912500000530E-001, 1.0119610999936413E-002, 1.8185313699950711E-001, 3.7454441000591032E-002, 5.2113019687567430E-003, 2.1044599729975744E-003, 9.4076348999351467E-002, 2.7344327999344387E-002
 6.6440388499950132E-001, 5.7778834600048867E-001, 4.2843991800054937E-001, 1.0105791000114550E-002, 1.8987319399957414E-001, 4.7127609998369735E-002, 5.1469360500959738E-003, 2.1087650179651973E-003, 1.0555063900119421E-001, 4.8135896999610850E-002
 6.3612346099944261E-001, 5.4801211800076999E-001, 3.9302547900024365E-001, 1.0128596000868129E-002, 1.8290737699999227E-001, 3.9161571998192812E-002, 5.0844039874391456E-003, 2.0803930297006445E-003, 9.7152828000162117E-002, 2.8652309000335663E-002
 6.4212336599848641E-001, 5.5402032400024837E-001, 4.0138193099983255E-001, 1.0128341001291119E-002, 1.8571754100048565E-001, 4.0275877000567561E-002, 5.2696579650728381E-003, 2.1415189949038904E-003, 9.9833075997139531E-002, 3.1823143999645254E-002
 6.4515141400079301E-001, 5.5713367999987895E-001, 4.0132440000115821E-001, 1.0253868999370752E-002, 1.8114839100098834E-001, 3.7162464998800715E-002, 5.2142579725114047E-003, 2.1154860351089155E-003, 9.4451831995684188E-002, 3.1293810999613925E-002
 6.3318221200051994E-001, 5.4570619399919451E-001, 3.8984233900009713E-001, 1.0552905999247741E-002, 1.8505332399990948E-001, 3.7463844001194957E-002, 5.0904840109069482E-003, 2.1058359634480439E-003, 9.6769959000994277E-002, 3.2022813000821770E-002
 6.8013644800112161E-001, 5.8976659099926110E-001, 4.3930563099956998E-001, 1.0099059999447491E-002, 1.9541045100004339E-001, 4.6179515999938303E-002, 5.2920890307177615E-003, 2.1286570172378561E-003, 1.1203481800521331E-001, 5.6249054000090837E-002
