parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 9.0324329001305159E-002, 8.7146455999572936E-002, 3.1382390000544547E-002, 7.0059109989415447E-003, 5.7193774000552366E-002, 1.1226011999951879E-002, 2.3588201006077725E-002, 1.1846554998101055E-002, 3.5345309996500873E-002
 9.3535855000482115E-002, 9.0348436000567744E-002, 3.3217203999811318E-002, 7.2229870006594865E-003, 5.8508424999672570E-002, 1.1657994998131471E-002, 2.3973958001079154E-002, 1.2256238000645681E-002, 3.6206082999797218E-002
 9.1241965000790515E-002, 8.8118960999054252E-002, 3.1619696999314328E-002, 6.9548969991046761E-003, 5.8025313999678474E-002, 1.1487251999824366E-002, 2.3927593007556425E-002, 1.2089818000731611E-002, 3.5559739002110291E-002
 8.9696747000289179E-002, 8.6523574000239023E-002, 3.1060157999945659E-002, 6.7701560001296457E-003, 5.6908318999830954E-002, 1.1244758999055193E-002, 2.3290527005883632E-002, 1.1813476008228463E-002, 3.4904495999398932E-002
 8.9598596998712310E-002, 8.6482467000223551E-002, 3.1211022000206867E-002, 6.9765540006301308E-003, 5.6722228998751234E-002, 1.1073128000589350E-002, 2.3122365004837775E-002, 1.1783077002746722E-002, 3.4702720002314891E-002
 9.0433504999964498E-002, 8.7202079000689992E-002, 3.1826333999561029E-002, 6.8692840004587197E-003, 5.7083417000285408E-002, 1.1268540999481047E-002, 2.2959091999382508E-002, 1.1929449999570352E-002, 3.4757088999413099E-002
 9.0068907999466319E-002, 8.6915355000201089E-002, 3.1498895000368066E-002, 7.1404390009774943E-003, 5.6943486000363919E-002, 1.1100241997155536E-002, 2.2952243004510819E-002, 1.2044104004871770E-002, 3.4671178997541574E-002
 9.0236506999644917E-002, 8.7191220001386682E-002, 3.1362807000277826E-002, 6.8651750007120427E-003, 5.6972133998897334E-002, 1.1139760000332899E-002, 2.3223511008836795E-002, 1.1836080005650729E-002, 3.5017017999507516E-002
 9.0460500000062893E-002, 8.7367169001026923E-002, 3.1174425000244810E-002, 6.8776869998146140E-003, 5.7595536000462744E-002, 1.1238570999466901E-002, 2.3727155011783907E-002, 1.1949794996780838E-002, 3.5417839000274398E-002
 8.9894174000164639E-002, 8.6794041999382898E-002, 3.1010967000838718E-002, 6.9713200005026010E-003, 5.7396891999360378E-002, 1.1341847002313443E-002, 2.3042612015160557E-002, 1.1955549000958854E-002, 3.5353300001588650E-002
