parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 1.9942231499953778E-001, 1.9309672199960914E-001, 6.8818346000171005E-002, 0.0000000000000000E+000, 1.2508723100108909E-001, 2.0158890999482537E-002, 5.7791502003510686E-002, 2.7239518981787114E-002, 6.0490601001674804E-002
 1.8201884500012966E-001, 1.7582024900048054E-001, 6.8712696999227774E-002, 0.0000000000000000E+000, 1.0840156099993692E-001, 1.9802020002316567E-002, 4.8512609999761480E-002, 2.2678825996081287E-002, 5.6713241001034476E-002
 1.8313855200085527E-001, 1.7682687299975441E-001, 6.9727469999179448E-002, 0.0000000000000000E+000, 1.0776274799945895E-001, 1.9499911999901087E-002, 4.7715394990063942E-002, 2.2694509997108980E-002, 5.6299851999483508E-002
 1.8123637400094594E-001, 1.7482464600107051E-001, 6.7646502000116016E-002, 0.0000000000000000E+000, 1.0767494200035799E-001, 1.9753267997657531E-002, 4.8732002992437629E-002, 2.2979240992299310E-002, 5.6714202999501140E-002
 1.8085577699957867E-001, 1.7435203100012586E-001, 6.7964873999244446E-002, 0.0000000000000000E+000, 1.0772628800032180E-001, 1.9552412997200008E-002, 4.8495548001483257E-002, 2.2926892993382353E-002, 5.5678460999843082E-002
 1.8066304800049693E-001, 1.7441040500079907E-001, 6.7847089000679262E-002, 0.0000000000000000E+000, 1.0764753599960386E-001, 1.9899007001640712E-002, 4.8043225000583334E-002, 2.2928514998966421E-002, 5.6273043000601319E-002
 1.8072238199965796E-001, 1.7437905299993872E-001, 6.8101781999303057E-002, 0.0000000000000000E+000, 1.0749550499986071E-001, 2.0235644999957003E-002, 4.7763261015461467E-002, 2.2767414006921172E-002, 5.5790686000818823E-002
 1.8309919700050159E-001, 1.7673271099965859E-001, 6.9788465999863547E-002, 0.0000000000000000E+000, 1.0809598100058793E-001, 1.9649216999823693E-002, 4.8650702988652483E-002, 2.2599279001497052E-002, 5.6685866003135743E-002
 1.8096844599949691E-001, 1.7435079099959694E-001, 6.7211321000286262E-002, 0.0000000000000000E+000, 1.0793220500045209E-001, 1.9964757000707323E-002, 4.9316274998091103E-002, 2.2736651000286656E-002, 5.6152324001686793E-002
 1.8077353400076390E-001, 1.7420201099957922E-001, 6.7263950999858935E-002, 0.0000000000000000E+000, 1.0799405000034312E-001, 1.9659337001030508E-002, 4.8753099011264567E-002, 2.2827744999176502E-002, 5.7700938999460050E-002
