parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 1.7745254169994951E+000, 1.5578358860016124E+000, 1.0416370900002221E+000, 0.0000000000000000E+000, 5.6590704900008859E-001, 8.9144914999906177E-002, 2.6814531099580563E-001, 1.3573526903201127E-001, 2.7798525200205404E-001
 1.7073938980001913E+000, 1.4911266840003918E+000, 9.8216786300008607E-001, 0.0000000000000000E+000, 5.4624981000051775E-001, 8.6441341002228000E-002, 2.6686757000061334E-001, 1.3102465000883967E-001, 2.6222206800002823E-001
 1.8899670070004504E+000, 1.6782622650002850E+000, 1.1777259579998827E+000, 0.0000000000000000E+000, 6.2499985700060279E-001, 8.6403671999960352E-002, 2.6650100496590312E-001, 1.3029302704308066E-001, 3.4420102700050847E-001
 1.6967125550008859E+000, 1.4794995070010373E+000, 9.7184152199997698E-001, 0.0000000000000000E+000, 5.5198179599983632E-001, 8.4505023999099649E-002, 2.6453817201036145E-001, 1.3032744396241469E-001, 2.7040966099866637E-001
 1.7597140899997612E+000, 1.5452875719997792E+000, 1.0474040789995342E+000, 0.0000000000000000E+000, 5.6504626200012353E-001, 8.7492361000840901E-002, 2.6572016097588858E-001, 1.2993232199232807E-001, 2.9175840699781475E-001
 1.7849162819998128E+000, 1.5718216570003278E+000, 1.0701031400003558E+000, 0.0000000000000000E+000, 5.7065199099952224E-001, 8.5854724000000715E-002, 2.6537975995915986E-001, 1.3020010601258036E-001, 2.9290812200270011E-001
 1.7040115220002008E+000, 1.4914931700009220E+000, 9.8351690700110339E-001, 0.0000000000000000E+000, 5.4700842099964575E-001, 8.2048881999526202E-002, 2.6506825405431300E-001, 1.3057516197750374E-001, 2.6478589500038652E-001
 1.6897392010009753E+000, 1.4756047170003512E+000, 9.6668933599949014E-001, 0.0000000000000000E+000, 5.4956714800027839E-001, 8.6586958999305352E-002, 2.6599486298755437E-001, 1.3049051300231440E-001, 2.6944431399851965E-001
 1.6885668180002540E+000, 1.4758683029999702E+000, 9.6740705400043225E-001, 0.0000000000000000E+000, 5.5545254199932970E-001, 8.6557675999756611E-002, 2.6449602103411962E-001, 1.2907224797754679E-001, 2.7301910700134613E-001
 1.7145188990002680E+000, 1.4985307169999942E+000, 9.9092734300074881E-001, 0.0000000000000000E+000, 5.4708200799996121E-001, 8.7338435997025954E-002, 2.6591019504303404E-001, 1.3047283200785387E-001, 2.7284035599768686E-001
